"type","sub_type","sqft","baths","beds","stories","year_built","listPrice"
"single_family",,"1618","2","3","1",,"289240"
"single_family",,"1181","2","3","1","2023","244900"
"single_family",,"1297","2","3",,"2025","223500"
"townhomes","townhouse","1618","3","3","2","2022","284000"
"single_family",,"1809","3","4","2",,"299990"
"single_family",,"3996","5","4","2","1918","575000"
"single_family",,"3500","5","5","3","2021","649990"
"townhomes",,"1418","3","3","2",,"225990"
"single_family",,"1600","2","3",,"2025","298900"
"single_family",,"4867","7","5","2","2024","2899000"
"condos","condo","552","1","1","1","1974","159000"
"single_family",,"2069","3","4","2","1991","795000"
"single_family",,"1422","2","3","1","2022","337900"
"single_family",,,"3","4","2",,"325000"
"condos","condo","1028","2","2","1","1994","127500"
"land",,,"0",,,,"6000"
"land",,,"0",,,,"110000"
"single_family",,"1770","2","3","1","2006","365000"
"single_family",,"1045","2","2","1",,"280990"
"single_family",,"4884","4","5",,"1973","499000"
"single_family",,"2200","3","3","1","2024","498750"
"single_family",,"3617","5","4",,"1997","529000"
"single_family",,"2124","2","3",,"2010","295000"
"condos","condo","1660","3","3",,"2006","485000"
"farm",,,"0",,,,"199900"
"single_family",,"2300","2","4","2","2004","331900"
"condos","condo","908","1","1","1",,"475000"
"land",,,"0",,,,"77500"
"single_family",,"2500","3","4","2","1992","395000"
"single_family",,"1955","3","4","1","1966","225000"
"single_family",,"3279","4","5","2","2006","1095000"
"single_family",,"1921","2","3","1","1978","289000"
"condos","condo","1214","2","2",,,"645000"
"single_family",,"1885","3","4","2","1995","342900"
"land",,,"0",,,,"30000"
"land",,,"0",,,,"275000"
"condos","condo","998","2","2","1","1989","199900"
"single_family",,"3246","3","3","2","1985","374500"
"single_family",,"1166","2","3","1","2002","274900"
"condos","condo","1150","2","2",,"1985","350000"
"single_family",,"900","1","2","1",,"139609"
"single_family",,"1680","2","3","1","2016","345000"
"single_family",,"1600","3","3",,"2025","260000"
"single_family",,"1290","2","4","1","1960","146000"
"single_family",,"2074","3","3","2",,"345537"
"single_family",,"2593","3","4","1",,"325000"
"single_family",,"2811","3","3","2","2002","389900"
"single_family",,"1314","2","3","1","1950","220000"
"land",,,"0",,,,"33000"
"single_family",,"1424","1","1","1","1915","145000"
"single_family",,"2492","4","4",,"2025","578900"
"single_family",,"1955","3","4","2",,"269754"
"single_family",,"2663","3","4","2","2001","600000"
"single_family",,"2253","3","4","1","2012","310000"
"single_family",,"2258","4","4","2","2004","357900"
"single_family",,"2404","3","3","1","1961","250000"
"single_family",,"1675","2","4","1","2025","294990"
"single_family",,"1966","2","3","1","2008","367000"
"townhomes","townhouse","1036","3","2","3","2022","370000"
"single_family",,"2129","3","3","2",,"430000"
"single_family",,"1603","2","4",,"1950","229000"
"land",,,"0",,,,"140000"
"multi_family",,"16200","4","5","2","1987","1990000"
"multi_family",,"1018","2","2","1","1955","125000"
"single_family",,"3521","3","5","2","1903","350000"
"condo_townhome",,"1473",,"3","2",,
"single_family",,"1679","3","3","1",,"424900"
"single_family",,"2820",,"4","2",,"366990"
"single_family",,,"1","2",,"1954","184999"
"single_family",,"4286","4","5","2","1978","799777"
"single_family",,"3399","3","3","1","2025","649900"
"single_family",,"1500","2","3","1","2002","572299"
"single_family",,"2058","2","3","1","1980","725000"
"townhomes","townhouse","1736","4","4","2","2006","300000"
"single_family",,"1710","3","3","2","2005","266800"
"single_family",,"2000",,"4","1",,"334990"
"single_family",,"3366","8","7","3","2004","1995000"
"land",,,,,,,"395000"
"single_family",,,"1","2",,"1948","162400"
"single_family",,"569","1","1",,"1961","13500"
"single_family",,"2398","4","5","2","2024","478600"
"single_family",,"2006","3","4","2",,"290000"
"single_family",,"1500","2","4","1",,"257990"
"condo_townhome_rowhome_coop","townhouse","1436","2","3",,"1973","119900"
"single_family",,"1315","2","3","1","2022","256500"
"single_family",,"1714","2","3","1",,"288910"
"single_family",,"1638","2","3","1","1997","289000"
"single_family",,,"1","1","1",,"249900"
"single_family",,"1048","1","2","1","1960","105000"
"single_family",,"1334","2","3","1","1969","125000"
"single_family",,"1623","2","3","1","1962","230000"
"single_family",,"1813","3","4","2","2025","274997"
"single_family",,"2554","3","4","2","1972","869000"
"single_family",,"2685","3","4","2","1969","499000"
"single_family",,"1351","3","3",,"2008","209867"
"land",,,"0",,,,"99900"
"single_family",,"7110","11","9","3","2019","4500000"
"single_family",,"1040","1","3",,"1972","169900"
"single_family",,"2747","5","4","1",,"725000"
"townhomes",,"1415","3","3","2",,"249990"
"single_family",,"1359","2","3","1","2020","299500"
"single_family",,"2238","3","5","2","2023","434808"
"single_family",,"1630","2","3","1","1971","320000"
"single_family",,"1378","3","2","2","2025","584500"
"single_family",,"2461","3","4",,"2016","500000"
"single_family",,"1636","2","3","1","1955","328000"
"land",,,"0",,,,"100000"
"single_family",,"2916","4","4","1","1952","389900"
"single_family",,"4312","4","6","3","2008","569000"
"single_family",,"1224","2","3",,"1953","175000"
"single_family",,"1782","2","6","1","1946","127000"
"townhomes",,"2448","3","3",,,"490000"
"single_family",,"1081","2","2",,"2001","184000"
"single_family",,"1671","2","2","1","1986","275000"
"single_family",,"1988","3","3","2",,"369000"
"single_family",,"1183","2","3","1",,"244900"
"multi_family",,,"0",,"1",,"965000"
"single_family",,"1584","2","3","1","1959","750000"
"land",,,,,,,"20500"
"single_family",,"1250","1","2","1","1979","95000"
"condos","condo","416","2",,"1","1987","85000"
"single_family",,"2449","4","5","2",,"524565"
"single_family",,"1478","2","3","1","2024","249900"
"land",,,"0",,,,"199000"
"single_family",,"3800","6","5","3","2026","2100000"
"condos","condo","816","1","2","1","1985","117400"
"townhomes","townhouse","1708","3","3","2","2022","289900"
"single_family",,"1696","2","3","1",,"314990"
"single_family",,"3902","4","4","2","2004","975000"
"single_family",,"3072","4","5","2","1942","3925000"
"townhomes",,"2062","3","4",,,"257560"
"single_family",,"4620","6","5",,,"1375000"
"single_family",,"2394","4","4","2",,"509590"
"single_family",,"2004","3","4","2","1840","935000"
"single_family",,"3460","4","5","3","2001","2449000"
"single_family",,"2530",,"2","1",,"601995"
"single_family",,"1148","2","3","1","2025","225543"
"single_family",,"2157","2","3","1","2007","415000"
"single_family",,"1854","3","3","2","1986","459000"
"multi_family",,"3780",,,,"1994","750000"
"single_family",,"2288","2","4","2",,"575000"
"single_family",,"3058","3","5","2","2022","360000"
"condos","condo","968","2","2","7","1983","188400"
"single_family",,"1297","2","3","1","2025","275000"
"single_family",,"3646","5","4","2","2023","995000"
"land",,,,,,,"45000"
"single_family",,"3984","3","4","2","1985","874900"
"condos","condo","756","2","1",,"1998","164900"
"single_family",,"1595","2","3",,"2025","322300"
"land",,,"0",,,,"199900"
"single_family",,"1404","2","3",,"1979","542900"
"single_family",,"1402",,"3","1",,"255990"
"townhomes",,"1635","3","3",,,"243320"
"single_family",,"1973","2","3","2","1930","699607"
"single_family",,"2560","3","3",,,"789000"
"single_family",,"1574","2","3","1","1999","325000"
"condos","condo","980","2","2",,,"449000"
"single_family",,"2218","3","3","1","2015","410000"
"single_family",,"1641","2","3","1",,"195900"
"land",,,"0",,,,"40000"
"single_family",,"1544","2","3","2","1930","210000"
"townhomes","townhouse","1123","3","2","2","2002","205000"
"single_family",,"1909","3","3","2","2025","514000"
"single_family",,"6631","7","5",,,"4775000"
"single_family",,"1568","2","3","1","1967","232500"
"single_family",,"1270","2","3","1","1965","179900"
"single_family",,"1618",,"3","1",,"313990"
"single_family",,"1596","2","4",,"1994","177000"
"single_family",,"3296","5","3","2",,"885000"
"single_family",,"4569","6","4",,,"1625000"
"single_family",,"2365","3","4",,"1977","469900"
"single_family",,"2096","4","4","2","1974","1925000"
"townhomes","townhouse","1098","2","2","2","1985","215000"
"condos","condo",,"4","4","1","2006","180000"
"single_family",,"2977","3","5","2","1964","424500"
"single_family",,"1224","2","3","1","2008","259900"
"land",,,"0",,,,"27500"
"land",,,"0",,,,"11000"
"single_family",,"4448","4","5","2","1979","514000"
"single_family",,"2293","3","5","2","2018","985990"
"single_family",,"3462","4","5","2","1996","675000"
"single_family",,"2556","3","5","2","2004","714000"
"single_family",,"3097","3","4","2","1976","549000"
"single_family",,"2491",,"3","2",,"449900"
"single_family",,,"3","3","1","2024","750000"
"single_family",,"1400","1","2",,"1960","164500"
"single_family",,"3028","3","4","2","2011","799000"
"multi_family",,"2400",,"6",,"1975","375000"
"single_family",,"1484","2","3","1","1940","175000"
"single_family",,"1614","2","2",,"1992","329900"
"land",,,,,,,"45000"
"single_family",,"1025","1","3","1","1971","112000"
"single_family",,"1940","2","3","1","1987","350000"
"single_family",,"2000",,"3","2",,"389500"
"townhomes","townhouse","1428","3","3","2","2024","190000"
"single_family",,"1633",,"2","1",,"374999"
"single_family",,"3718","4","5","2","1993","675000"
"single_family",,"2322",,"4","2",,"329900"
"single_family",,"1741","3","4","2","1973","310000"
"single_family",,"1786","2","3","1","2016","410000"
"single_family",,"1934","2","3","1","1955","1799999"
"single_family",,"2057","2","4","1","1977","199000"
"single_family",,"1779","2","4","1",,"294900"
"single_family",,"1200","2","3","1","2025","219500"
"single_family",,"1105","2","3","1","2025","214990"
"single_family",,"3666","7","6",,,"1299000"
"single_family",,"1405","2","2",,"1988","219900"
"single_family",,"1581","1","3","1","1953","515000"
"single_family",,"1180","2","3","2","1960","495000"
"single_family",,"2300","3","4","2","1999","485000"
"single_family",,"2468","3","3","1",,"625000"
"single_family",,"2183","3","4","1","1973","439900"
"single_family",,"1392","2","3",,"2024","319000"
"single_family",,"1458","2","3","1","2001","310000"
"single_family",,"1501","2","4","1",,"279000"
"single_family",,"1727","2","4","1",,"299900"
"single_family",,"2306",,"5","2",,"325999"
"condos","condo","864","2","2","1","1980","155900"
"single_family",,"1500","2","4","2",,"599000"
"single_family",,"2014",,"3","1",,"359999"
"single_family",,"2500","3","4","2",,"352090"
"single_family",,"3653","6","5","1","2014","1099999"
"single_family",,"2766","3","3","2","2022","590000"
"single_family",,"1503","2","2",,,"430000"
"single_family",,"3979","5","5","2","2004","600000"
"single_family",,"1921","2","3","1","1999","289900"
"townhomes","townhouse","1708","3","4","2","2007","266900"
"condos","condo","519","1","1",,"1960","129000"
"townhomes","townhouse","1266","2","2","1","1987","239000"
"single_family",,"2358","3","4","2","1984","689000"
"single_family",,"2126","3","4","2","1935","335000"
"single_family",,"1449","3","3","4","2005","924999"
"single_family",,"1773","2","3","1","2024","349990"
"condos","condo","1000","2","2","1","1995","305000"
"multi_family",,"2784","4","8","1","1950","395000"
"single_family",,"1966","3","3","1","2025","369990"
"single_family",,"2602","4","5","2",,"409415"
"multi_family",,"3286","8","8","2","2025","1049500"
"land",,,"0",,,,"150000"
"single_family",,"1872","2","4",,"2005","351250"
"single_family",,"1703","2","3","1","1960","130000"
"single_family",,"1870","3","4","2","2025","400000"
"single_family",,"1732","2","3","1","1983","220000"
"single_family",,"1288","2","3","1","1999","238900"
"single_family",,"1601","3","3","2",,"290900"
"land",,,"0",,,,"38456"
"condos","condo","1226","2","2","1","2001","289900"
"multi_family",,"1960","2","4","2","1945","1289000"
"single_family",,"1467","2","3","1","2008","345000"
"single_family",,"1764","2","3","2",,"349900"
"single_family",,"2879","3","4",,"2006","879900"
"single_family",,"1603",,"3","2",,"302900"
"condos","condo","1937","2","3","1","2005","309000"
"single_family",,"1821","2","3","1","2020","590000"
"single_family",,"2671","3","4","2","2021","448500"
"single_family",,"2359","3","5","2",,"370140"
"single_family",,"2190",,"4","2",,"372990"
"single_family",,"910","2","3","1","1980","524900"
"single_family",,"1749",,"3","2",,"297900"
"single_family",,"1251","2","4","1","1994","195999"
"single_family",,"3119","4","4","2",,"870715"
"single_family",,"2518","3","5","2",,"361665"
"single_family",,"900","1","2","1","2021","255000"
"single_family",,"1582","2","2",,"2012","750000"
"land",,,"0",,,,"65000"
"townhomes","townhouse","1424","3","2","2",,"205500"
"single_family",,"2399","3","3","2","1989","400000"
"single_family",,"2838","4","5",,"2004","469000"
"single_family",,"1926","3","3","2",,"523330"
"single_family",,"2372",,"3","2",,"402995"
"single_family",,"1200","1","1","2","2021","1500000"
"land",,,"0",,,,"75000"
"single_family",,"2943","3","4","2","1973","649900"
"condos","condo","850","1","2","1","1969","149900"
"single_family",,"1475","2","3","1",,"332840"
"condos","condo","1536","2","3","1","2005","230000"
"land",,,"0",,,,"184900"
"single_family",,"1043","2","3","1","1980","239900"
"single_family",,"1182","2","3","1",,"211990"
"multi_family",,"1792",,"6",,"1949","699999"
"single_family",,"1025","1","3",,"1988","89000"
"condos","condo","688","1","1",,"1984","113000"
"single_family",,"1342","3","3","2","2025","266225"
"single_family",,"2163","3","4","2","2023","299900"
"condos","condo","1621","2","3","1","2007","253000"
"single_family",,"2520","3","5","2",,"449900"
"single_family",,"4000","3","4",,"1910","349000"
"single_family",,"1198","2","3","1","1971","173000"
"land",,,"0",,,,"40950"
"single_family",,"2524","3","3","1","2022","875000"
"single_family",,"1899","2","3",,"1978","234900"
"single_family",,"1962","2","4","2","1999","265000"
"single_family",,"2087","2","4","1","1966","655000"
"single_family",,"1702","2","3","1",,"419900"
"single_family",,"2964","4","4","2",,"1099000"
"multi_family",,"2400","3","6","1","1960","630000"
"single_family",,"2196","3","3","1","1995","850000"
"single_family",,"1549","2","3",,,"439900"
"single_family",,"3236","2","4","2","1900","339900"
"single_family",,"1015","2","2","1","2025","220000"
"single_family",,"1735","3","3","2",,"257999"
"land",,,"0",,,,"25000"
"townhomes",,"1553","3","3","2",,"343990"
"single_family",,"1267","2","2","1","1987","430000"
"single_family",,"3046","3","3","2",,"1224990"
"single_family",,"1804","2","3","1","1961","379300"
"townhomes","townhouse","1280","3","3","2","1975","200000"
"single_family",,"2349","4","4","2","2011","1100000"
"single_family",,"3362","8","7","3","2025","2499900"
"single_family",,"2079","4","4","3","2005","379000"
"condos","condo","1315","3","3","1","2003","485000"
"single_family",,"4730","4","5","2","2001","1000000"
"single_family",,"1488","2","3","1","1960","260000"
"single_family",,"2000","2","4","2","2006","324000"
"multi_family",,"1326",,"2","1",,"155000"
"single_family",,"2265","2","3","2","2002","759000"
"single_family",,"1260","1","2","1",,"212000"
"single_family",,"1754",,"3","2",,"399990"
"single_family",,"1350","2","3",,"1976","319900"
"single_family",,"2074","3","3","2",,"344093"
"single_family",,"3116","3","5","2","1998","630000"
"single_family",,"1655","2","2",,,"397400"
"single_family",,"2357","3","5","2",,"363154"
"single_family",,"1955","2","4","1",,"439990"
"single_family",,"2297","3","3","2",,"424990"
"single_family",,"1544","3","3","2","1998","249000"
"single_family",,"2498","3","3","2",,"689765"
"single_family",,"3900","4","4","2","2007","799900"
"condos","condo","637","1","1","7","1985","167000"
"single_family",,"1702","2","3","1","2023","355400"
"single_family",,"1661","2","4","2","1990","440000"
"single_family",,"3300","4","6","1","2008","649500"
"condos","condo","925","2","2",,"1983","178000"
"condos","condo","691","1","1","1","1998","229000"
"single_family",,"1904","2","4","2",,"359000"
"land",,,"0",,,,"409000"
"single_family",,"1864","2","3","1","1986","277500"
"single_family",,"1764","2","4","1",,"311900"
"single_family",,"3218","4","5","2","2024","775000"
"townhomes",,"1470","3","3","2",,"239889"
"single_family",,"2479","3","4","2",,"319900"
"single_family",,"1887","2","2","1","1991","354900"
"single_family",,"1013","1","3","1","1962","205000"
"single_family",,"1628","4","3","2","2001","729500"
"single_family",,"2753",,"4","2",,
"single_family",,"1100","2","3","1",,"176900"
"single_family",,"816","1","2","1","1950","159900"
"condos","condo","1343","2","2","1","2001","294900"
"single_family",,"2478","3","4","2","1900","699900"
"townhomes",,"1470","3","3",,,"220900"
"single_family",,"3109","3","5","2",,"650000"
"single_family",,"2000","3","3",,"1974","625000"
"single_family",,"1353","2","3","1","1950","249900"
"single_family",,"2145","3","4","2",,"579000"
"single_family",,"1769","3","3","2","2006","319900"
"condos","condo","975","2","2","2","1984","139900"
"single_family",,"960","1","3",,"2014","105000"
"single_family",,"2334","2","3","1","2002","950000"
"single_family",,"2025","2","4","1","2019","330000"
"single_family",,"2411","2","3",,"1959","289900"
"single_family",,"1664","2","4","1","2011","325000"
"single_family",,"1988",,"3","2",,"364995"
"single_family",,"2296","2","3","1","1905","935000"
"single_family",,"1899","2","3","1","2023","440000"
"single_family",,"1148","2","3","1","1972","300000"
"condos","condo","2798","4","4","2","2005","709900"
"condos","condo","1818","4","3","2","1981","616000"
"single_family",,"2083","2","3","1","2009","369999"
"single_family",,"1601","2","3","1","1954","199000"
"single_family",,"2200","3","3","2","1989","299500"
"single_family",,"6429","4","5","2","1903","1950108"
"single_family",,"1845","2","3","1","1960","295000"
"single_family",,"1482",,"4","1",,"260990"
"townhomes","townhouse","1782","4","3","3","2007","435000"
"single_family",,"2712",,"3","1",,"671990"
"single_family",,,"3","4","2","2025","399900"
"single_family",,"1575","2","3","2","1950","119500"
"single_family",,"1003","1","3","1","1991","229000"
"single_family",,"1928","2","3","2","1985","625000"
"condos","condo","996","2","2","1","1982","210000"
"single_family",,"1933","2","4",,"2025","469900"
"single_family",,"1624","2","3","1","2005","844000"
"single_family",,"1911","2","3","2","1969","650000"
"single_family",,"1033","1","2","1","1923","169000"
"single_family",,"2800","3","5",,"1972","235000"
"single_family",,"1330","2","3","1","2025","378000"
"single_family",,"1767","2","2","1","2013","539900"
"single_family",,"1229","1","3",,"1956","249900"
"single_family",,"1025","1","3","1","1985","187600"
"condos","condo","1013","2","2","2","2012","360000"
"single_family",,"7966","7","5","2","2001","2950617"
"condos","condo","968","2","2",,,"213900"
"single_family",,"1398","2","3","1","1948","199900"
"single_family",,"474","1","1","2","1991","515000"
"single_family",,"2371","3","4","2","2025","546000"
"single_family",,"1223","2","3","1","1999","234900"
"single_family",,"2932","4","6","2","1970","1599000"
"single_family",,"1504","2","3",,"1989","275000"
"single_family",,"1858",,"2","1",,"307990"
"single_family",,"1225","2","3",,"1972","625000"
"townhomes",,"1528","2","2","1",,"480140"
"single_family",,"1810","3","3","2","1991","418900"
"single_family",,"2322","3","4","2","2021","449000"
"townhomes",,"1635","3","3","2",,"243135"
"single_family",,"5224","5","4",,"2004","999000"
"single_family",,"1770","2","3","1","1956","239900"
"single_family",,"2208","3","4","1","1974","269900"
"townhomes",,"1304","3","2","2",,"284661"
"single_family",,"1778",,"3","2",,"352995"
"single_family",,"1616","2","3","1","2023","335000"
"condos","condo","980","2","1","2",,"149999"
"single_family",,"1269","2","3","2","1910","160000"
"single_family",,"1733","3","4","2","2022","309000"
"single_family",,"1600","3","3","2","2006","320000"
"single_family",,"3305",,"4","2",,"473990"
"single_family",,"3200","4","5","2","2024","739089"
"condos","condo","1184","2","2",,"1985","365000"
"single_family",,"7009","9","6","3","2007","1537000"
"land",,,"0",,,,"179900"
"single_family",,"1702","2","3","1",,"454990"
"multi_family",,"1826","3","4","2","1984","355000"
"single_family",,"3636","3","5",,"1969","699000"
"single_family",,"1958","2","3","1","1969","349900"
"single_family",,,"0","0",,,"169900"
"single_family",,"1618","3","3","2","2010","247900"
"single_family",,"2376","5","3","2","2015","700000"
"single_family",,"1888","2","3",,"2013","285000"
"single_family",,"2950","3","4","2","1975","788000"
"single_family",,"1475",,"3","1",,"254990"
"single_family",,"2001","3","4","1",,"374900"
"single_family",,"1581","2","3","1","2006","325000"
"single_family",,"3055","4","4","2",,"749000"
"land",,,"0",,,,"75000"
"condos","condo","1132","2","3","1","2007","194900"
"single_family",,"2925","3","4","2","1985","520000"
"single_family",,"2175","3","3","2",,"331140"
"single_family",,"2046","3","4","2","2013","648000"
"single_family",,"2231","3","3",,"1971","365000"
"single_family",,"3455","4","4","2","2006","625000"
"single_family",,"2046","3","4","1","1991","495000"
"single_family",,"1459","2","3","1",,"291420"
"townhomes","townhouse","1428","3","2","2","1984","179900"
"single_family",,"1762","2","3","1","2017","439000"
"condos","condo","667","2","2","1","1984","322000"
"single_family",,"6046","5","4",,"2001","6750000"
"condos","condo","384","1","1","1","1970","89000"
"single_family",,"1571","1","3","1","1930","174900"
"single_family",,"1456","2","3","1","1986","414900"
"single_family",,"1408","2","3","1","1983","225000"
"single_family",,"2854","3","5","2","2008","334900"
"single_family",,"1259","2","3","1",,"271000"
"single_family",,"2321","3","5","2","1999","550000"
"single_family",,"1764","2","3",,"1975","244900"
"single_family",,"1560","3","3","1",,"399900"
"single_family",,"1196","2","3",,"1968","165000"
"single_family",,"1535","2","3",,"2025","296850"
"single_family",,"2660","4","3","1","1963","1450000"
"single_family",,"2960","4","3",,"1878","289000"
"multi_family",,"2154","2","4","2","1910","249900"
"townhomes","townhouse","1428","3","3","2","2025","195990"
"townhomes",,"2125","4","4",,,"499990"
"single_family",,"1683","2","3","1",,"205000"
"townhomes",,"1423","3","3","2",,"225399"
"townhomes",,"1600","3","3","2",,"236990"
"single_family",,"1500","1","3","1","1880","875000"
"single_family",,"2124","2","3",,"1945","209000"
"condos","condo","1206","2","2",,,"389000"
"single_family",,"2949","3","3",,"2004","644900"
"single_family",,"1314","2","3","1","2025","294990"
"single_family",,"1637","2","2","1",,"469514"
"single_family",,"1707","3","3","2",,"269815"
"single_family",,"2631","2","4","2","2012","425000"
"townhomes",,"2141","4","4",,,"514790"
"condos","condo","1043","2","2",,,"635000"
"single_family",,"960","1","2","1","1963","169900"
"single_family",,"1257",,"3","1",,"318900"
"single_family",,"1723","3","3","1","1968","279999"
"single_family",,"1618","2","3","1",,"293965"
"single_family",,"2564",,"3","2",,"458990"
"single_family",,"1212","1","3","1","1960","345000"
"single_family",,"1754","2","4","2","1978","315000"
"single_family",,"986","1","2","1","1920","118000"
"single_family",,"1592","2","3","1",,"290859"
"townhomes","townhouse","2958","4","4","4","1790","2795000"
"single_family",,"1653","2","2",,,"429000"
"townhomes","townhouse","1364","3","3","2","2022","217500"
"single_family",,"5388","5","5","2","2026","2999900"
"single_family",,"1618","2","3","1","2021","279000"
"single_family",,"2100","2","3",,"2004","349000"
"single_family",,"3325","4","5","2","1974","435500"
"single_family",,"2909","4","4","2","1973","479900"
"condos","condo","1553","4","4","1","1880","1030000"
"single_family",,"1218","2","3","1",,"249000"
"single_family",,"2414",,"4","2",,"689900"
"single_family",,"1060","2","2","1","2001","259900"
"single_family",,"1283","2","4","1","2002","249900"
"single_family",,"1186","1","2",,"1920","115000"
"townhomes","townhouse","1066","2","2","2","1985","150000"
"condos","condo","1011","2","2","1","1989","149861"
"single_family",,"1182","2","3","1",,"280990"
"single_family",,"2101","3","4","2","2002","350000"
"single_family",,"2332","0","0","1","1950","289900"
"single_family",,"2802","3","4","2","1975","475000"
"single_family",,"3731","4","5","2","2022","775000"
"townhomes","townhouse","1675","4","3","2","2013","349900"
"single_family",,"1200","2","3","1","2025","350000"
"condos","condo","952","2","1","1","2008","484900"
"single_family",,"1774",,"4","1",,"393000"
"single_family",,"1660","3","4","2",,"289990"
"single_family",,"2295","3","4","2",,"359900"
"single_family",,"1528","3","3","2","2007","549000"
"condos","condo","1176","3","3","1","1982","325000"
"land",,,"0",,,,"150000"
"single_family",,"1801","3","3",,"2005","324900"
"condos","condo","894","2","2","1","1996","149900"
"single_family",,"1619","2","3","1","2025","289990"
"single_family",,"2572",,"4","2",,"334990"
"single_family",,"1012","2","2",,"1960","185000"
"condos","condo","1464","2","2","1","2001","309900"
"townhomes","townhouse","1316","2","2","1",,"250000"
"condos","condo","1150","2","3","2",,"149900"
"single_family",,"1016","2","3","1","1973","104900"
"single_family",,"1400","2","3","1","1962","289900"
"single_family",,"2713","3","5","2",,"389190"
"single_family",,"3196","3","4","2","2010","965000"
"single_family",,"1000","1","3","1","1994","139900"
"townhomes","townhouse","1321","2","2","1",,"245000"
"single_family",,"4508","5","4","2","1939","799000"
"single_family",,"1089","2","2","1","1985","209500"
"single_family",,"1686","3","3",,"1969","249900"
"single_family",,"1516","3","3","2","2013","763999"
"condos","condo","733","1","1",,"1982","595000"
"single_family",,"1687","2","4","1","2016","284900"
"single_family",,"2031","3","4",,"1920","495000"
"single_family",,"1651","2","3","1","2025","338500"
"single_family",,"3721","5","5","2",,"659999"
"single_family",,"1740","2","2","1","1960","189900"
"single_family",,"3489","4","5","2","2025","859000"
"multi_family",,"2262",,"5","1","1979","260000"
"single_family",,"1774","2","4","1",,"329420"
"condos","condo","1442","2","2",,,"1370000"
"single_family",,"2340","3","4","2",,"311273"
"condos","condo","1037","2","1","1","1840","557500"
"single_family",,"1480","2","3","1","1977","349900"
"single_family",,"1150","1","3","1",,"104500"
"single_family",,"1325","2","4",,"1972","170000"
"single_family",,"2352","2","3","1","1990","575000"
"single_family",,"1461","1","3","1","1957","214900"
"single_family",,"3204","5","5","1","1953","875000"
"single_family",,"4282","4","5","2","2002","1150000"
"single_family",,"1304","2","3","1","1976","189900"
"single_family",,"2432","2","4","1","2024","335000"
"multi_family",,,,,"1",,"200000"
"single_family",,"2338","3","4","2",,"345000"
"single_family",,"1601","2","3","1","1989","275000"
"single_family",,"1100","2","3","1","1964","389500"
"single_family",,"1382","3","3","2",,"200000"
"single_family",,"1671","2","3","1","1963","399900"
"single_family",,"4181","5","5",,,"1275000"
"single_family",,"1583","2","3","1","2025","439990"
"multi_family",,"1723","0","4","1","2025","319900"
"single_family",,"2852","3","4","1","2010","599900"
"single_family",,"2837","4","4","2",,"629639"
"single_family",,"2431","3","4","2","2025","566900"
"single_family",,"1650","2","3","1",,"309290"
"single_family",,"1800","3","3","3","1978","419000"
"single_family",,"2265","4","4","1","2005","799000"
"single_family",,"925","1","3","1","1955","273000"
"single_family",,"2917","3","4",,,"359410"
"single_family",,"1400","3","3","2",,"363840"
"condos","condo","996","2","2",,"1980","549000"
"single_family",,"1938","2","2","1","1992","450000"
"single_family",,"1270","2","3","1","2004","267000"
"single_family",,"1068","2","3","1","2025","254900"
"single_family",,"1184","2","2","1","1881","975000"
"single_family",,"1740","3","3","2","2006","365000"
"single_family",,"1272","1","2","1","1920","130000"
"townhomes","townhouse","1056","3","2","2","1974","465000"
"single_family",,"2117","4","3","2","2013","569900"
"condos","condo","1253","2","2","1","2006","299000"
"single_family",,,"3","3","2",,"699900"
"single_family",,"1450","2","3","1","1970","318000"
"single_family",,"3873","5","5",,,"479550"
"single_family",,"1778","2","3","1","1964","258000"
"townhomes","townhouse","2271","3","2",,"2005","648000"
"single_family",,"2832","6","5",,"2003","1575000"
"single_family",,"1064","1","3","1","1963","148000"
"single_family",,"1501","2","3","1",,"265000"
"single_family",,"3300","4","4","2",,"724999"
"condo_townhome",,"1416",,"3","2",,"255990"
"single_family",,"1025","1","3","1","1970","168000"
"single_family",,"1333","3","3","1","1992","345000"
"condos","condo","1075","2","2","1","2007","375000"
"single_family",,"864","1","2","1","1966","105000"
"single_family",,"2207","3","4","2","2021","335000"
"single_family",,"1618","2","3","1","1999","294700"
"single_family",,"1395","2","3","1","2025","298999"
"single_family",,"2318",,"3","2",,"404000"
"condos","condo","1170","2","2","2","1989","144900"
"single_family",,"1051","2","3","1","1952","135000"
"single_family",,"1163","1","3","1","1985","225000"
"single_family",,"1630","3","3","2","2014","304900"
"single_family",,"1096","2","3","1","1960","215000"
"single_family",,"2876","3","4","2","2020","550000"
"single_family",,"1192","3","2","2","2000","335500"
"single_family",,"3317","3","4","3",,"534900"
"single_family",,"3010",,"4","2",,"377999"
"condo_townhome",,"1524",,"3","2",,"305400"
"single_family",,"2273","3","3","1","1960","597750"
"single_family",,"2079","2","2",,,"499000"
"townhomes","townhouse","1190","3","2",,,"390000"
"single_family",,"2276","3","4",,"1956","432500"
"single_family",,"2026","2","4","1",,"299900"
"single_family",,"2591","3","4","2",,"589999"
"single_family",,"1450",,"0","1","1950","80000"
"single_family",,"700","1","3","2","1978","220000"
"single_family",,"2947","3","4",,"2007","599000"
"single_family",,"1889",,"4",,,"338990"
"single_family",,"1600","3","3","2","2013","649900"
"multi_family",,"1475","2","4","1","1960","515000"
